,state_abbr,geoid,ccid,chamber,district_name,name,dem_share,year,district_number,cc_score,seat_number,party,is_current
4629,OR,41017,41017L,State House,State House District 17,Jami Cate,,,17,9999,17,Republican,True
4631,GA,13132,13132L,State House,State House District 132,David Jenkins,47.4,2016.0,32,9999,132,Republican,True
4633,GA,13027,13027L,State House,State House District 27,Lee Hawkins,16.3,2016.0,27,59,27,Republican,True
4635,GA,13097,13097L,State House,State House District 97,Bonnie Rich,41.4,2016.0,97,50,97,Republican,True
4638,GA,13086,13086L,State House,State House District 86,Zulma Lopez,79.7,2016.0,86,9999,86,Democrat,True
4640,GA,13026,13026L,State House,State House District 26,Lauren McDonald,18.4,2016.0,26,9999,26,Republican,True
4643,GA,13149,13149L,State House,State House District 149,Robert Pruitt,28.8,2016.0,49,9999,149,Republican,True
4644,GA,13122,13122L,State House,State House District 122,Jodi Lott,27.4,2016.0,22,71,122,Republican,True
4646,GA,13116,13116L,State House,State House District 116,Terry England,21.5,2016.0,16,57,116,Republican,True
4647,GA,13015,13015L,State House,State House District 15,Matthew Gambill,24.5,2016.0,15,69,15,Republican,True
4649,GA,13044,13044L,State House,State House District 44,Don Parsons,39.8,2016.0,44,52,44,Republican,True
4650,GA,13139,13139L,State House,State House District 139,Patty Bentley,57.0,2016.0,39,76,139,Democrat,True
4651,GA,13128,13128L,State House,State House District 128,Mack Jackson,53.9,2016.0,28,86,128,Democrat,True
4652,GA,13048,13048L,State House,State House District 48,Mary Robichaux,45.8,2016.0,48,93,48,Democrat,True
4655,GA,13180,13180L,State House,State House District 180,Steven Sainz,30.0,2016.0,80,75,180,Republican,True
4658,GA,13007,13007L,State House,State House District 7,David Ralston,16.3,2016.0,07,9999,7,Republican,True
4659,GA,13036,13036L,State House,State House District 36,Ginny Ehrhart,29.8,2016.0,36,75,36,Republican,True
4661,GA,13077,13077L,State House,State House District 77,Rhonda Burnough,89.3,2016.0,77,88,77,Democrat,True
4663,GA,13004,13004L,State House,State House District 4,Kasey Carpenter,33.1,2016.0,04,73,4,Republican,True
4666,GA,13055,13055L,State House,State House District 55,Marie Metze,84.8,2016.0,55,71,55,Democrat,True
4669,GA,13142,13142L,State House,State House District 142,Miriam Paris,69.8,2016.0,42,88,142,Democrat,True
4671,GA,13041,13041L,State House,State House District 41,Michael Smith,64.9,2016.0,41,80,41,Democrat,True
4672,GA,13153,13153L,State House,State House District 153,CaMia Hopson,64.3,2016.0,53,100,153,Democrat,True
4677,GA,13016,13016L,State House,State House District 16,Trey Kelley,18.1,2016.0,16,50,16,Republican,True
4679,GA,13053,13053L,State House,State House District 53,Sheila Jones,77.2,2016.0,53,86,53,Democrat,True
4681,GA,13105,13105L,State House,State House District 105,Donna McLeod,52.1,2016.0,05,100,105,Democrat,True
4683,GA,13129,13129L,State House,State House District 129,Susan Holmes,30.6,2016.0,29,62,129,Republican,True
4686,GA,13042,13042L,State House,State House District 42,Teri Anulewicz,68.6,2016.0,42,91,42,Democrat,True
4687,GA,13154,13154L,State House,State House District 154,Winfred Dukes,61.0,2016.0,54,74,154,Democrat,True
4688,GA,13014,13014L,State House,State House District 14,Mitchell Scoggins,17.3,2016.0,14,75,14,Republican,True
4690,GA,13151,13151L,State House,State House District 151,Gerald Greene,52.0,2016.0,51,61,151,Republican,True
4691,GA,13059,13059L,State House,State House District 59,David Dreyer,87.3,2016.0,59,100,59,Democrat,True
4693,GA,13137,13137L,State House,State House District 137,Debbie Buckner,57.6,2016.0,37,90,137,Democrat,True
4694,GA,13092,13092L,State House,State House District 92,Doreen Carter,81.2,2016.0,92,85,92,Democrat,True
4695,GA,13081,13081L,State House,State House District 81,Scott Holcomb,59.5,2016.0,81,92,81,Democrat,True
4697,GA,13037,13037L,State House,State House District 37,Mary Williams,48.9,2016.0,37,100,37,Democrat,True
4701,GA,13009,13009L,State House,State House District 9,Will Wade,14.8,2016.0,09,9999,9,Republican,True
4704,GA,13033,13033L,State House,State House District 33,Rob Leverett,26.9,2016.0,33,9999,33,Republican,True
4707,GA,13099,13099L,State House,State House District 99,Marvin Lim,74.0,2016.0,99,9999,99,Democrat,True
4709,GA,13058,13058L,State House,State House District 58,Park Cannon,88.5,2016.0,58,70,58,Democrat,True
4712,GA,13134,13134L,State House,State House District 134,Richard Smith,33.1,2016.0,34,65,134,Republican,True
4714,GA,13163,13163L,State House,State House District 163,Derek Mallow,73.1,2016.0,63,9999,163,Democrat,True
4716,GA,13104,13104L,State House,State House District 104,Chuck Efstration,40.2,2016.0,04,61,104,Republican,True
4719,GA,13028,13028L,State House,State House District 28,Chris Erwin,15.4,2016.0,28,88,28,Republican,True
4722,GA,13124,13124L,State House,State House District 124,Henry Howard,67.2,2016.0,24,82,124,Democrat,True
4725,GA,13057,13057L,State House,State House District 57,Stacey Evans,85.6,2016.0,57,70,57,Democrat,True
4726,GA,13119,13119L,State House,State House District 119,Marcus Wiedower,43.9,2016.0,19,75,119,Republican,True
4729,GA,13168,13168L,State House,State House District 168,Al Williams,59.5,2016.0,68,80,168,Democrat,True
4732,GA,13109,13109L,State House,State House District 109,Regina Lewis-Ward,43.6,2016.0,09,9999,109,Democrat,True
4734,GA,13178,13178L,State House,State House District 178,Steven Meeks,12.1,2016.0,78,80,178,Republican,True
4738,GA,13018,13018L,State House,State House District 18,Tyler Smith,26.1,2016.0,18,9999,18,Republican,True
4740,GA,13029,13029L,State House,State House District 29,Matt Dubnik,32.9,2016.0,29,66,29,Republican,True
4742,GA,13108,13108L,State House,State House District 108,Jasmine Clark,48.1,2016.0,08,100,108,Democrat,True
4745,GA,13138,13138L,State House,State House District 138,Mike Cheokas,44.8,2016.0,38,48,138,Republican,True
4747,GA,13002,13002L,State House,State House District 2,Steve Tarvin,15.5,2016.0,02,52,2,Republican,True
4750,GA,13039,13039L,State House,State House District 39,Erica Thomas,78.1,2016.0,39,84,39,Democrat,True
4752,GA,13114,13114L,State House,State House District 114,Tom Kirby,27.1,2016.0,14,48,114,Republican,True
4754,GA,13071,13071L,State House,State House District 71,Philip Singleton,22.3,2016.0,71,44,71,Republican,True
4757,GA,13076,13076L,State House,State House District 76,Sandra Scott,80.3,2016.0,76,85,76,Democrat,True
4759,GA,13106,13106L,State House,State House District 106,Rebecca Mitchell,49.7,2016.0,06,9999,106,Democrat,True
4761,GA,13003,13003L,State House,State House District 3,Dewayne Hill,18.6,2016.0,03,73,3,Republican,True
4763,GA,13073,13073L,State House,State House District 73,Karen Mathiak,38.0,2016.0,73,74,73,Republican,True
4765,GA,13088,13088L,State House,State House District 88,Billy Mitchell,79.1,2016.0,88,79,88,Democrat,True
4766,GA,13107,13107L,State House,State House District 107,Shelly Hutchinson,53.8,2016.0,07,100,107,Democrat,True
4769,GA,13085,13085L,State House,State House District 85,Karla Drenner,86.0,2016.0,85,85,85,Democrat,True
4771,GA,13063,13063L,State House,State House District 63,Debra Bazemore,74.0,2016.0,63,96,63,Democrat,True
4773,GA,13068,13068L,State House,State House District 68,J Collins,26.1,2016.0,68,76,68,Republican,True
4777,GA,13110,13110L,State House,State House District 110,Clint Crowe,38.9,2016.0,10,9999,110,Republican,True
4779,GA,13024,13024L,State House,State House District 24,Sheri Gilligan,21.6,2016.0,24,57,24,Republican,True
4782,GA,13147,13147L,State House,State House District 147,Heath Clark,45.9,2016.0,47,65,147,Republican,True
4784,GA,13046,13046L,State House,State House District 46,John Carson,34.2,2016.0,46,50,46,Republican,True
4785,GA,13017,13017L,State House,State House District 17,Martin Momtahan,23.0,2016.0,17,62,17,Republican,True
4787,GA,13130,13130L,State House,State House District 130,David Knight,38.5,2016.0,30,58,130,Republican,True
4788,GA,13179,13179L,State House,State House District 179,Don Hogan,39.7,2016.0,79,77,179,Republican,True
4791,GA,13075,13075L,State House,State House District 75,Mike Glanton,83.7,2016.0,75,71,75,Democrat,True
4794,GA,13165,13165L,State House,State House District 165,Edward Stephens,68.1,2016.0,65,81,165,Democrat,True
4795,GA,13031,13031L,State House,State House District 31,Tommy Benton,15.8,2016.0,31,55,31,Republican,True
4797,GA,13056,13056L,State House,State House District 56,Mesha Mainor,87.7,2016.0,56,9999,56,Democrat,True
4798,GA,13160,13160L,State House,State House District 160,Jan Tankersley,31.0,2016.0,60,65,160,Republican,True
4799,GA,13094,13094L,State House,State House District 94,Karen Bennett,80.7,2016.0,94,89,94,Democrat,True
4801,GA,13102,13102L,State House,State House District 102,Gregg Kennard,45.7,2016.0,02,100,102,Democrat,True
4804,GA,13173,13173L,State House,State House District 173,Darlene Taylor,40.5,2016.0,73,65,173,Republican,True
4806,GA,13087,13087L,State House,State House District 87,Viola Davis,83.5,2016.0,87,93,87,Democrat,True
4808,GA,13043,13043L,State House,State House District 43,Sharon Cooper,46.5,2016.0,43,58,43,Republican,True
4810,GA,13069,13069L,State House,State House District 69,Randy Nix,23.3,2016.0,69,56,69,Republican,True
4811,GA,13040,13040L,State House,State House District 40,Erick Allen,54.5,2016.0,40,100,40,Democrat,True
4814,GA,13112,13112L,State House,State House District 112,Dave Belton,28.5,2016.0,12,53,112,Republican,True
4816,GA,13103,13103L,State House,State House District 103,Timothy Barr,26.9,2016.0,03,53,103,Republican,True
4817,GA,13019,13019L,State House,State House District 19,Joseph Gullett,31.2,2016.0,19,68,19,Republican,True
4820,GA,13047,13047L,State House,State House District 47,Jan Jones,38.0,2016.0,47,51,47,Republican,True
4821,GA,13062,13062L,State House,State House District 62,William Boddie,82.7,2016.0,62,88,62,Democrat,True
4824,GA,13121,13121L,State House,State House District 121,Barry Fleming,33.8,2016.0,21,58,121,Republican,True
4825,GA,13170,13170L,State House,State House District 170,Penny Houston,26.4,2016.0,70,64,170,Republican,True
4826,GA,13035,13035L,State House,State House District 35,Ed Setzler,42.8,2016.0,35,55,35,Republican,True
4828,GA,13001,13001L,State House,State House District 1,Mike Cameron,18.3,2016.0,01,9999,1,Republican,True
4831,GA,13113,13113L,State House,State House District 113,Sharon Henderson,70.9,2016.0,13,9999,113,Democrat,True
4834,GA,13120,13120L,State House,State House District 120,Trey Rhodes,35.2,2016.0,20,64,120,Republican,True
4836,GA,13067,13067L,State House,State House District 67,Micah Gravley,31.5,2016.0,67,45,67,Republican,True
4839,GA,13131,13131L,State House,State House District 131,Beth Camp,26.5,2016.0,31,9999,131,Republican,True
4841,GA,13150,13150L,State House,State House District 150,James Hatchett,34.1,2016.0,50,58,150,Republican,True
4842,GA,13089,13089L,State House,State House District 89,Bee Nguyen,90.4,2016.0,89,77,89,Democrat,True
4844,GA,13101,13101L,State House,State House District 101,Samuel Park,54.2,2016.0,01,95,101,Democrat,True
4847,GA,13171,13171L,State House,State House District 171,Joe Campbell,36.5,2016.0,71,88,171,Republican,True
4849,GA,13060,13060L,State House,State House District 60,Kim Schofield,90.8,2016.0,60,95,60,Democrat,True
4853,GA,13125,13125L,State House,State House District 125,Sheila Nelson,61.5,2016.0,25,95,125,Democrat,True
4857,GA,13167,13167L,State House,State House District 167,Buddy DeLoach,30.0,2016.0,67,9999,167,Republican,True
4860,GA,13054,13054L,State House,State House District 54,Betsy Holland,54.5,2016.0,54,100,54,Democrat,True
4863,GA,13145,13145L,State House,State House District 145,Ricky Williams,45.4,2016.0,45,81,145,Republican,True
4865,GA,13133,13133L,State House,State House District 133,Vance Smith,26.4,2016.0,33,62,133,Republican,True
4867,GA,13098,13098L,State House,State House District 98,David Clark,34.8,2016.0,98,56,98,Republican,True
4870,GA,13126,13126L,State House,State House District 126,Gloria Frazier,67.7,2016.0,26,85,126,Democrat,True
4871,GA,13083,13083L,State House,State House District 83,Becky Evans,88.4,2016.0,83,100,83,Democrat,True
4873,GA,13066,13066L,State House,State House District 66,Kimberly Alexander,56.7,2016.0,66,86,66,Democrat,True
4874,GA,13051,13051L,State House,State House District 51,Josh McLaurin,50.1,2016.0,51,100,51,Democrat,True
4877,GA,13010,13010L,State House,State House District 10,Victor Anderson,14.8,2016.0,10,9999,10,Republican,True
4879,GA,13144,13144L,State House,State House District 144,Danny Mathis,33.7,2016.0,44,75,144,Republican,True
4881,GA,13152,13152L,State House,State House District 152,Bill Yearta,24.2,2016.0,52,88,152,Republican,True
4884,GA,13008,13008L,State House,State House District 8,Stan Gunter,17.0,2016.0,08,9999,8,Republican,True
4886,GA,13155,13155L,State House,State House District 155,Clay Pirkle,27.9,2016.0,55,57,155,Republican,True
4888,GA,13022,13022L,State House,State House District 22,Wesley Cantrell,21.4,2016.0,22,44,22,Republican,True
4891,GA,13005,13005L,State House,State House District 5,Matt Barton,17.4,2016.0,05,68,5,Republican,True
4893,GA,13117,13117L,State House,State House District 117,Houston Gaines,46.1,2016.0,17,75,117,Republican,True
4896,GA,13045,13045L,State House,State House District 45,Matt Dollar,41.5,2016.0,45,42,45,Republican,True
4897,GA,13013,13013L,State House,State House District 13,Katie Dempsey,33.4,2016.0,13,59,13,Republican,True
4898,GA,13023,13023L,State House,State House District 23,Mandi Ballinger,22.1,2016.0,23,62,23,Republican,True
4900,GA,13082,13082L,State House,State House District 82,Mary Oliver,71.2,2016.0,82,95,82,Democrat,True
4902,GA,13118,13118L,State House,State House District 118,Spencer Frye,72.3,2016.0,18,85,118,Democrat,True
4903,GA,13115,13115L,State House,State House District 115,Hugh Williamson,21.9,2016.0,15,56,115,Republican,True
4905,GA,13050,13050L,State House,State House District 50,Angelika Kausche,47.4,2016.0,50,100,50,Democrat,True
4909,GA,13072,13072L,State House,State House District 72,Josh Bonner,25.5,2016.0,72,62,72,Republican,True
4912,GA,13021,13021L,State House,State House District 21,Brad Thomas,22.0,2016.0,21,9999,21,Republican,True
4915,GA,13065,13065L,State House,State House District 65,Mandisha Thomas,81.1,2016.0,65,9999,65,Democrat,True
4916,GA,13127,13127L,State House,State House District 127,Brian Prince,69.6,2016.0,27,73,127,Democrat,True
4919,GA,13148,13148L,State House,State House District 148,Noel Williams,32.7,2016.0,48,75,148,Republican,True
4922,GA,13159,13159L,State House,State House District 159,Jon Burns,31.1,2016.0,59,58,159,Republican,True
4924,GA,13025,13025L,State House,State House District 25,Todd Jones,32.1,2016.0,25,76,25,Republican,True
4927,GA,13084,13084L,State House,State House District 84,Renitta Shannon,88.4,2016.0,84,70,84,Democrat,True
4930,GA,13091,13091L,State House,State House District 91,Rhonda Taylor,73.8,2016.0,91,9999,91,Democrat,True
4932,GA,13141,13141L,State House,State House District 141,Dale Washburn,35.9,2016.0,41,75,141,Republican,True
4935,GA,13135,13135L,State House,State House District 135,Calvin Smyre,71.8,2016.0,35,77,135,Democrat,True
4937,GA,13070,13070L,State House,State House District 70,Lynn Smith,31.6,2016.0,70,64,70,Republican,True
4938,GA,13012,13012L,State House,State House District 12,Eddie Lumsden,20.3,2016.0,12,65,12,Republican,True
4940,GA,13136,13136L,State House,State House District 136,Carolyn Hugley,74.4,2016.0,36,81,136,Democrat,True
